,Planet Name,Planet Mass,Planet Radius,Distance from Earth,Star Name,Equilibrium Temperature,Stellar Temperature,Stellar Radius,Distance from Host Star,Number of Planets in System,Habitability
2283,Kepler-734 b,12.4,3.56,1157.21,Kepler-734,784.0,5085.0,0.712,0.0583,0,1
2284,Kepler-735 b,9.01,2.95,695.059,Kepler-735,657.0,5177.0,0.798,0.0965,0,1
2285,Kepler-736 b,8.91,2.93,1005.43,Kepler-736,996.0,5052.0,0.855,0.0428,0,1
2286,Kepler-737 b,4.5,1.96,205.118,Kepler-737,298.0,3755.0,0.461,0.1422,1,1
2287,Kepler-738 b,6.8,2.5,1113.65,Kepler-738,530.0,5474.0,0.749,0.1552,0,1
2288,Kepler-739 b,11.0,3.32,1370.65,Kepler-739,775.0,5997.0,0.904,0.1054,0,1
2289,Kepler-74 b,200.22,10.76,1177.55,Kepler-74,1155.0,6056.0,1.498,0.0781,0,1
2290,Kepler-740 b,18.9,4.57,1442.02,Kepler-740,1131.0,5739.0,0.922,0.0462,0,1
2291,Kepler-741 b,9.11,2.97,1661.87,Kepler-741,1051.0,6321.0,1.058,0.0744,0,1
2292,Kepler-742 b,10.6,3.24,489.253,Kepler-742,690.0,4743.0,0.81,0.0744,0,1
2293,Kepler-743 b,1.92,1.21,278.987,Kepler-743,1101.0,5511.0,0.857,0.0418,0,1
2294,Kepler-744 b,3.26,1.62,449.964,Kepler-744,750.0,5547.0,0.933,0.0993,0,1
2295,Kepler-745 b,5.31,2.16,1780.38,Kepler-745,931.0,5782.0,1.22,0.0915,0,1
2296,Kepler-746 b,1.41,1.11,450.0,Kepler-746,1156.0,5405.0,1.022,0.0435,0,1
2297,Kepler-747 b,24.1,5.27,3347.16,Kepler-747,456.0,5123.0,0.779,0.1916,0,1
2298,Kepler-748 b,6.9,2.52,1705.99,Kepler-748,938.0,5922.0,0.961,0.0745,0,1
2299,Kepler-749 b,9.8,3.1,721.027,Kepler-749,454.0,4719.0,0.502,0.1054,0,1
2300,Kepler-75 b,3209.9,11.77,835.356,Kepler-75,770.0,5332.0,0.843,0.0818,0,1
2301,Kepler-750 b,9.64,3.07,1296.02,Kepler-750,1163.0,5897.0,1.86,0.093,0,2
2302,Kepler-750 c,3.26,1.62,1296.02,Kepler-750,1537.0,5897.0,1.86,0.0533,0,2
2303,Kepler-751 b,6.62,2.46,760.43,Kepler-751,679.0,5568.0,0.966,0.1263,0,1
2304,Kepler-752 b,8.3,2.81,1232.29,Kepler-752,632.0,5687.0,0.86,0.1353,0,1
2305,Kepler-753 b,4.31,1.91,274.767,Kepler-753,641.0,4252.0,0.632,0.054,0,1
2306,Kepler-754 b,4.7,2.01,1770.27,Kepler-754,758.0,5959.0,0.966,0.116,0,1
2307,Kepler-755 b,3.75,1.76,399.034,Kepler-755,1331.0,5041.0,0.766,0.0214,0,2
2308,Kepler-755 c,2.13,1.26,399.034,Kepler-755,1016.0,5041.0,0.766,0.0367,0,2
2309,Kepler-756 b,1.46,1.12,852.0,Kepler-756,1741.0,5553.0,1.107,0.0219,0,1
2310,Kepler-757 b,2.42,1.36,1068.68,Kepler-757,1734.0,5366.0,1.02,0.019,0,1
2311,Kepler-758 b,6.71,2.48,1502.32,Kepler-758,1005.0,6021.0,1.458,0.1019,0,4
2312,Kepler-758 c,3.5,1.69,1502.32,Kepler-758,1372.0,6021.0,1.458,0.0547,0,4
2313,Kepler-758 d,5.14,2.12,1502.32,Kepler-758,843.0,6021.0,1.458,0.1447,0,4
2314,Kepler-758 e,2.96,1.53,1502.32,Kepler-758,1144.0,6021.0,1.458,0.0785,0,4
2315,Kepler-759 b,5.77,2.27,1073.48,Kepler-759,533.0,5907.0,0.973,0.2329,0,1
2316,Kepler-760 b,9.59,3.06,792.336,Kepler-760,748.0,5074.0,0.863,0.0772,0,2
2317,Kepler-760 c,2.79,1.48,792.336,Kepler-760,1139.0,5074.0,0.863,0.0333,0,2
2318,Kepler-761 b,4.78,2.03,830.707,Kepler-761,767.0,5676.0,0.82,0.0874,0,1
2319,Kepler-762 b,,12.68,1898.26,Kepler-762,1302.0,6322.0,1.075,0.0493,0,1
2320,Kepler-763 b,1.98,1.22,962.459,Kepler-763,1414.0,4999.0,0.843,0.0205,0,1
2321,Kepler-764 b,3.33,1.64,1047.84,Kepler-764,875.0,5795.0,0.848,0.0724,0,1
2322,Kepler-765 b,6.48,2.43,1076.28,Kepler-765,641.0,6036.0,1.017,0.1754,0,1
2323,Kepler-766 b,11.4,3.39,2297.62,Kepler-766,990.0,5957.0,0.937,0.066,0,1
2324,Kepler-767 b,35.7,6.64,2251.03,Kepler-767,366.0,5778.0,1.213,0.5874,0,1
2325,Kepler-768 b,3.86,1.79,784.56,Kepler-768,618.0,4983.0,0.728,0.092,0,1
2326,Kepler-769 b,8.85,2.92,1169.57,Kepler-769,1037.0,6049.0,1.176,0.0778,0,2
2327,Kepler-769 c,3.86,1.79,1169.57,Kepler-769,803.0,6049.0,1.176,0.1297,0,2
2328,Kepler-77 b,136.661,10.761,639.411,Kepler-77,1145.0,5524.0,0.994,0.04501,0,1
2329,Kepler-770 b,5.9,2.3,930.457,Kepler-770,1171.0,4941.0,4.885,0.1694,0,3
2330,Kepler-770 c,1.87,1.2,930.457,Kepler-770,2740.0,4941.0,4.885,0.0309,0,3
2331,Kepler-770 d,2.54,1.4,930.457,Kepler-770,1941.0,4941.0,4.885,0.0616,0,3
2332,Kepler-771 b,3.97,1.82,1393.85,Kepler-771,890.0,5982.0,0.96,0.0843,0,1
2333,Kepler-772 b,3.97,1.82,1130.21,Kepler-772,866.0,5765.0,1.242,0.1071,0,1
2334,Kepler-773 b,2.63,1.43,547.026,Kepler-773,1160.0,5751.0,0.983,0.047,0,1
2335,Kepler-774 b,10.2,3.17,917.804,Kepler-774,1422.0,6353.0,2.867,0.1114,0,1
2336,Kepler-775 b,1.81,1.19,398.676,Kepler-775,1612.0,5487.0,0.832,0.0187,0,1
2337,Kepler-776 b,2.18,1.28,727.904,Kepler-776,904.0,5093.0,0.847,0.0523,0,1
2338,Kepler-777 b,2.76,1.47,443.106,Kepler-777,569.0,3968.0,0.548,0.0519,0,1
2339,Kepler-778 b,3.46,1.68,938.168,Kepler-778,977.0,5311.0,0.788,0.0453,0,1
2340,Kepler-779 b,0.721,0.92,283.155,Kepler-779,425.0,3569.0,0.389,0.0533,0,1
2341,Kepler-780 b,0.64,0.89,557.652,Kepler-780,2099.0,5718.0,1.037,0.015,0,1
2342,Kepler-781 b,8.7,2.89,1064.47,Kepler-781,629.0,5333.0,0.728,0.1019,0,1
2343,Kepler-782 b,10.4,3.21,446.844,Kepler-782,350.0,5751.0,1.034,0.5444,0,1
2344,Kepler-783 b,0.399,0.78,516.09,Kepler-783,991.0,5357.0,0.863,0.0491,0,2
2345,Kepler-783 c,6.04,2.332,516.09,Kepler-783,840.0,5357.0,0.863,0.0684,0,2
2346,Kepler-784 b,3.12,1.58,1303.72,Kepler-784,688.0,5676.0,1.487,0.1967,0,1
2347,Kepler-785 b,,13.02,642.051,Kepler-785,753.0,3807.0,0.503,0.025,0,1
2348,Kepler-786 b,6.48,2.43,485.318,Kepler-786,348.0,4736.0,0.708,0.2548,0,1
2349,Kepler-787 b,2.18,1.28,503.568,Kepler-787,1115.0,4109.0,0.602,0.0159,0,1
2350,Kepler-788 b,7.04,2.55,1775.8,Kepler-788,984.0,6309.0,1.044,0.0835,0,1
2351,Kepler-789 b,5.14,2.12,1480.16,Kepler-789,1419.0,5684.0,3.046,0.0951,0,1
2352,Kepler-79 b,10.9,3.47,1020.72,Kepler-79,929.0,6198.0,1.324,0.117,0,4
2353,Kepler-79 c,5.9,3.72,1020.72,Kepler-79,734.0,6198.0,1.324,0.187,0,4
2354,Kepler-79 d,6.0,7.16,1020.72,Kepler-79,592.0,6198.0,1.324,0.287,0,4
2355,Kepler-79 e,4.1,3.49,1020.72,Kepler-79,511.0,6198.0,1.324,0.386,0,4
2356,Kepler-790 b,5.39,2.18,703.168,Kepler-790,634.0,5196.0,0.772,0.101,0,1
2357,Kepler-791 b,9.53,3.05,1266.34,Kepler-791,939.0,6143.0,1.507,0.1256,0,1
2358,Kepler-792 b,4.5,1.96,1425.47,Kepler-792,852.0,5730.0,1.122,0.0988,0,1
2359,Kepler-793 b,2.45,1.37,985.699,Kepler-793,1177.0,5776.0,1.047,0.0491,0,1
2360,Kepler-794 b,5.1,2.11,931.192,Kepler-794,952.0,5800.0,1.435,0.1036,0,1
2361,Kepler-795 b,3.46,1.68,492.122,Kepler-795,580.0,5618.0,0.996,0.1817,0,1
2362,Kepler-796 b,2.24,1.3,817.584,Kepler-796,1109.0,5426.0,1.421,0.0662,0,1
2363,Kepler-797 b,5.35,2.17,1315.26,Kepler-797,605.0,5936.0,0.965,0.181,0,1
2364,Kepler-798 b,6.3,2.39,972.274,Kepler-798,864.0,6387.0,1.105,0.1174,0,1
2365,Kepler-799 b,37.9,6.88,1509.084,Kepler-799,433.0,5588.0,1.593,0.5167,0,2
2366,Kepler-799 c,8.15,2.781,1509.084,Kepler-799,893.0,5588.0,1.593,0.1214,0,2
2367,Kepler-8 b,187.5197,15.872,1021.87,Kepler-8,1521.0,6225.0,1.451,0.0474,0,1
2368,Kepler-80 b,6.93,2.67,369.451,Kepler-80,547.0,4041.0,0.567,0.0648,0,5
2369,Kepler-80 c,6.74,2.74,369.451,Kepler-80,495.0,4041.0,0.567,0.0792,0,5
2370,Kepler-80 d,6.75,1.53,369.451,Kepler-80,722.0,4041.0,0.567,0.0372,0,5
2371,Kepler-80 e,4.13,1.6,369.451,Kepler-80,629.0,4041.0,0.567,0.0491,0,5
2372,Kepler-80 f,1.92,1.21,369.451,Kepler-80,1054.0,4041.0,0.567,0.0175,0,5
2373,Kepler-800 b,8.5,2.85,1019.26,Kepler-800,675.0,5616.0,0.822,0.1106,0,1
2374,Kepler-801 b,4.66,2.0,440.426,Kepler-801,419.0,3823.0,0.492,0.0795,0,1
2375,Kepler-802 b,12.3,3.54,780.585,Kepler-802,489.0,5668.0,0.868,0.2265,0,1
2376,Kepler-803 b,13.8,3.79,639.771,Kepler-803,543.0,5900.0,1.167,0.2678,0,1
2377,Kepler-804 b,4.42,1.94,649.65,Kepler-804,779.0,5768.0,1.067,0.1137,0,2
2378,Kepler-804 c,1.55,1.14,649.65,Kepler-804,890.0,5768.0,1.067,0.0872,0,2
2379,Kepler-805 b,8.7,2.89,638.49,Kepler-805,743.0,5977.0,1.571,0.1978,0,1
2380,Kepler-806 b,1.55,1.14,361.896,Kepler-806,1089.0,5774.0,1.395,0.0764,0,1
2381,Kepler-807 b,76.8,10.42,1492.95,Kepler-807,418.0,6392.0,1.072,0.4884,0,1
2382,Kepler-808 b,2.73,1.46,321.0,Kepler-808,1322.0,4441.0,0.53,0.0116,0,1
2383,Kepler-809 b,9.32,3.01,961.405,Kepler-809,478.0,5949.0,0.962,0.2901,0,1
2384,Kepler-81 b,17.2,2.42,348.291,Kepler-81,635.0,4261.0,0.633,0.0522,0,3
2385,Kepler-81 c,4.3,2.37,348.291,Kepler-81,502.0,4261.0,0.633,0.08347,0,3
2386,Kepler-81 d,1.92,1.21,348.291,Kepler-81,418.0,4261.0,0.633,0.128,0,3
2387,Kepler-810 b,4.38,1.93,1458.59,Kepler-810,1105.0,5999.0,0.959,0.055,0,1
2388,Kepler-811 b,7.75,2.7,985.041,Kepler-811,730.0,5655.0,1.354,0.1583,0,1
2389,Kepler-812 b,12.3,3.55,1482.74,Kepler-812,1163.0,6306.0,1.792,0.1024,0,1
2390,Kepler-813 b,5.22,2.14,840.0,Kepler-813,817.0,5372.0,1.71,0.1439,0,1
2391,Kepler-814 b,5.14,2.12,2055.77,Kepler-814,1164.0,6110.0,1.296,0.0695,0,1
2392,Kepler-815 b,15.8,4.11,1259.28,Kepler-815,1374.0,4986.0,3.464,0.0888,0,1
2393,Kepler-816 b,74.5,10.24,983.697,Kepler-816,668.0,5127.0,0.782,0.0895,0,1
2394,Kepler-817 b,60.2,9.03,1484.46,Kepler-817,1124.0,5926.0,0.913,0.0493,0,1
2395,Kepler-818 b,22.9,5.11,925.037,Kepler-818,786.0,5813.0,0.833,0.0886,0,1
2396,Kepler-819 b,8.05,2.76,664.306,Kepler-819,485.0,5102.0,0.88,0.1894,0,1
2397,Kepler-82 b,12.15,4.07,904.326,Kepler-82,562.0,5427.0,0.929,0.1683,0,4
2398,Kepler-82 c,13.9,5.34,904.326,Kepler-82,450.0,5427.0,0.929,0.2626,0,4
2399,Kepler-82 d,3.78,1.77,904.326,Kepler-82,1253.0,5427.0,0.929,0.034,0,4
2400,Kepler-82 e,6.66,2.47,904.326,Kepler-82,926.0,5427.0,0.929,0.063,0,4
2401,Kepler-820 b,30.8,6.09,1387.2,Kepler-820,554.0,6505.0,2.17,0.5829,0,1
2402,Kepler-821 b,2.27,1.31,614.571,Kepler-821,1215.0,5194.0,0.815,0.029,0,1
2403,Kepler-822 b,3.78,1.77,860.391,Kepler-822,1239.0,5823.0,0.96,0.0412,0,1
2404,Kepler-823 b,3.09,1.57,1389.27,Kepler-823,1277.0,5689.0,1.313,0.0507,0,1
2405,Kepler-824 b,4.16,1.87,1201.4,Kepler-824,1231.0,5940.0,1.215,0.055,0,1
2406,Kepler-825 b,2.96,1.53,807.85,Kepler-825,1270.0,6224.0,0.969,0.0453,0,2
2407,Kepler-825 c,4.04,1.84,807.85,Kepler-825,981.0,6224.0,0.969,0.0759,0,2
2408,Kepler-826 b,2.1,1.25,779.596,Kepler-826,1305.0,6060.0,1.257,0.0528,0,1
2409,Kepler-827 b,27.0,5.63,2046.68,Kepler-827,574.0,5671.0,1.442,0.2742,0,1
2410,Kepler-828 b,2.89,1.51,575.322,Kepler-828,1848.0,5073.0,0.853,0.0125,0,1
2411,Kepler-829 b,5.1,2.11,1073.76,Kepler-829,857.0,5679.0,0.794,0.0678,0,1
2412,Kepler-83 b,42.1,2.83,400.409,Kepler-83,460.0,3906.0,0.509,0.07295,0,3
2413,Kepler-83 c,11.4,2.36,400.409,Kepler-83,362.0,3906.0,0.509,0.11796,0,3
2414,Kepler-83 d,24.6,1.94,400.409,Kepler-83,569.0,3906.0,0.509,0.051,0,3
2415,Kepler-830 b,3.53,1.7,1122.0,Kepler-830,907.0,6096.0,1.176,0.1033,0,1
2416,Kepler-831 b,2.15,1.27,593.54,Kepler-831,992.0,5637.0,0.96,0.0603,0,1
2417,Kepler-832 b,4.9,2.06,1688.12,Kepler-832,965.0,6014.0,0.993,0.075,0,1
2418,Kepler-833 b,4.74,2.02,467.37,Kepler-833,382.0,3976.0,0.54,0.1139,0,1
2419,Kepler-834 b,4.74,2.02,633.937,Kepler-834,378.0,3751.0,0.45,0.0862,0,1
2420,Kepler-835 b,8.2,2.79,2406.33,Kepler-835,921.0,6311.0,1.172,0.107,0,1
2421,Kepler-836 b,7.9,2.73,980.035,Kepler-836,869.0,6244.0,1.009,0.1013,0,1
2422,Kepler-837 b,7.08,2.56,901.907,Kepler-837,701.0,5818.0,0.855,0.1144,0,1
2423,Kepler-838 b,7.9,2.73,1104.04,Kepler-838,777.0,6191.0,1.025,0.1266,0,1
2424,Kepler-839 b,7.13,2.57,944.561,Kepler-839,626.0,5988.0,1.314,0.2341,0,1
2425,Kepler-84 b,40.0,2.23,1023.9,Kepler-84,985.0,6036.0,1.131,0.0827,0,5
2426,Kepler-84 c,20.2,2.36,1023.9,Kepler-84,865.0,6036.0,1.131,0.1072,0,5
2427,Kepler-84 d,2.48,1.38,1023.9,Kepler-84,1254.0,6036.0,1.131,0.052,0,5
2428,Kepler-84 e,7.27,2.6,1023.9,Kepler-84,672.0,6036.0,1.131,0.181,0,5
2429,Kepler-84 f,5.48,2.2,1023.9,Kepler-84,572.0,6036.0,1.131,0.25,0,5
2430,Kepler-840 b,43000.0,17.07,1122.19,Kepler-840,1408.0,6039.0,0.992,0.0355,0,1
2431,Kepler-841 b,23.8,5.23,998.961,Kepler-841,416.0,5066.0,1.659,0.479,0,1
2432,Kepler-842 b,3.19,1.6,532.726,Kepler-842,1252.0,4838.0,0.701,0.0204,0,1
2433,Kepler-843 b,7.22,2.59,1165.66,Kepler-843,1523.0,5632.0,1.176,0.0313,0,1
2434,Kepler-844 b,3.46,1.68,431.776,Kepler-844,713.0,3883.0,0.517,0.0298,0,1
2435,Kepler-845 b,4.82,2.04,431.051,Kepler-845,1361.0,4815.0,0.699,0.017,0,1
2436,Kepler-846 b,6.71,2.48,1127.12,Kepler-846,624.0,5775.0,0.84,0.1399,0,1
2437,Kepler-847 b,1.76,1.18,513.103,Kepler-847,1054.0,4798.0,0.782,0.0315,0,1
2438,Kepler-848 b,3.53,1.7,1378.47,Kepler-848,1086.0,5685.0,1.35,0.072,0,1
2439,Kepler-849 b,40.4,7.14,822.134,Kepler-849,325.0,5910.0,1.727,1.1088,0,1
2440,Kepler-85 b,4.54,1.97,765.025,Kepler-85,809.0,5435.0,0.873,0.0766,0,4
2441,Kepler-85 c,20.9,2.18,765.025,Kepler-85,706.0,5435.0,0.873,0.1007,0,4
2442,Kepler-85 d,1.87,1.2,765.025,Kepler-85,626.0,5435.0,0.873,0.13,0,4
2443,Kepler-85 e,0.6,1.27,765.025,Kepler-85,559.0,5435.0,0.873,0.163,0,4
2444,Kepler-850 b,3.82,1.78,1661.28,Kepler-850,995.0,6185.0,0.991,0.0744,0,1
2445,Kepler-851 b,3.46,1.68,839.255,Kepler-851,900.0,5822.0,0.986,0.0802,0,1
2446,Kepler-852 b,6.99,2.54,1619.03,Kepler-852,565.0,6121.0,1.164,0.2654,0,1
2447,Kepler-853 b,3.5,1.69,568.676,Kepler-853,1187.0,6221.0,1.458,0.0779,0,1
2448,Kepler-854 b,42000.0,16.72,1397.04,Kepler-854,1736.0,6296.0,1.305,0.0334,0,1
2449,Kepler-855 b,52.7,8.35,1506.58,Kepler-855,996.0,5847.0,1.135,0.0762,0,1
2450,Kepler-856 b,63.3,9.3,1351.17,Kepler-856,824.0,5569.0,0.887,0.0787,0,1
2451,Kepler-857 b,37.2,6.8,983.502,Kepler-857,390.0,5584.0,0.938,0.3751,0,1
2452,Kepler-858 b,21.1,4.87,298.532,Kepler-858,399.0,5591.0,0.892,0.3403,0,1
2453,Kepler-859 b,9.75,3.09,839.903,Kepler-859,528.0,4883.0,0.808,0.1345,0,1
2454,Kepler-860 b,10.6,3.24,1056.36,Kepler-860,1050.0,5869.0,0.954,0.058,0,1
2455,Kepler-861 b,5.82,2.28,850.327,Kepler-861,966.0,5155.0,0.836,0.0463,0,1
2456,Kepler-862 b,5.52,2.21,1039.03,Kepler-862,1097.0,5258.0,0.873,0.039,0,1
2457,Kepler-863 b,8.75,2.9,1499.66,Kepler-863,718.0,5900.0,0.929,0.122,0,1
2458,Kepler-864 b,6.35,2.4,2022.9,Kepler-864,1143.0,6213.0,1.195,0.0687,0,1
2459,Kepler-865 b,6.76,2.49,586.137,Kepler-865,694.0,5440.0,0.885,0.1057,0,1
2460,Kepler-866 b,3.29,1.63,646.667,Kepler-866,996.0,4831.0,0.724,0.0331,0,1
2461,Kepler-867 b,19.4,4.64,1195.54,Kepler-867,327.0,5604.0,0.943,0.5375,0,1
2462,Kepler-868 b,4.86,2.05,1593.13,Kepler-868,1047.0,5970.0,0.908,0.0575,0,1
2463,Kepler-869 b,12.7,3.61,939.455,Kepler-869,494.0,5813.0,0.833,0.2244,0,1
2464,Kepler-87 b,324.2,13.49,1232.9,Kepler-87,476.0,5597.0,1.699,0.481,0,2
2465,Kepler-87 c,6.4,6.14,1232.9,Kepler-87,401.0,5597.0,1.699,0.676,0,2
2466,Kepler-870 b,8.15,2.78,1259.46,Kepler-870,691.0,6170.0,0.992,0.1539,0,1
2467,Kepler-871 b,13.5,3.74,1976.05,Kepler-871,640.0,5900.0,0.951,0.1572,0,1
2468,Kepler-872 b,4.62,1.99,879.683,Kepler-872,1230.0,5743.0,0.853,0.0362,0,1
2469,Kepler-873 b,13.5,3.75,1182.22,Kepler-873,749.0,6325.0,1.112,0.1542,0,1
2470,Kepler-874 b,14.7,3.94,1082.16,Kepler-874,560.0,6026.0,0.992,0.2234,0,1
2471,Kepler-875 b,8.75,2.9,1242.62,Kepler-875,569.0,5783.0,0.88,0.1771,0,1
2472,Kepler-876 b,2.63,1.43,820.913,Kepler-876,923.0,5157.0,0.904,0.0549,0,1
2473,Kepler-877 b,5.14,2.12,602.176,Kepler-877,632.0,5311.0,0.948,0.1301,0,1
2474,Kepler-878 b,4.38,1.93,791.625,Kepler-878,501.0,5167.0,0.796,0.165,0,1
2475,Kepler-879 b,7.13,2.57,802.672,Kepler-879,580.0,5833.0,1.022,0.2012,0,1
2476,Kepler-880 b,7.56,2.66,601.324,Kepler-880,1622.0,6900.0,2.599,0.0915,0,1
2477,Kepler-881 b,3.82,1.78,1375.18,Kepler-881,1217.0,6240.0,1.079,0.0552,0,1
2478,Kepler-882 b,2.04,1.23,504.605,Kepler-882,903.0,5229.0,0.688,0.0449,0,1
2479,Kepler-883 b,3.82,1.78,627.455,Kepler-883,818.0,5948.0,1.025,0.1055,0,1
2480,Kepler-884 b,2.04,1.23,476.733,Kepler-884,964.0,5646.0,0.932,0.0622,0,1
2481,Kepler-885 b,6.8,2.5,651.318,Kepler-885,830.0,6109.0,1.36,0.1432,0,1
2482,Kepler-886 b,2.92,1.52,711.297,Kepler-886,1111.0,5810.0,1.259,0.067,0,1
2483,Kepler-887 b,4.04,1.84,886.588,Kepler-887,785.0,6119.0,1.299,0.1536,0,2
2484,Kepler-887 c,1.51,1.13,886.588,Kepler-887,1089.0,6119.0,1.299,0.0797,0,2
2485,Kepler-888 b,3.75,1.76,420.817,Kepler-888,417.0,5811.0,0.866,0.328,0,1
2486,Kepler-889 b,1.32,1.09,598.313,Kepler-889,1328.0,5876.0,1.293,0.0492,0,1
2487,Kepler-890 b,58.6,8.89,1712.12,Kepler-890,540.0,6228.0,1.137,0.2944,0,1
2488,Kepler-891 b,33.6,6.41,2340.58,Kepler-891,486.0,5919.0,1.0,0.2881,0,1
2489,Kepler-892 b,8.3,2.81,570.727,Kepler-892,556.0,4802.0,0.699,0.1015,0,1
2490,Kepler-893 b,9.43,3.03,1285.59,Kepler-893,1034.0,6108.0,1.03,0.0699,0,1
2491,Kepler-894 b,8.15,2.78,1162.91,Kepler-894,896.0,6170.0,0.992,0.0916,0,1
2492,Kepler-895 b,2.99,1.54,540.134,Kepler-895,771.0,4153.0,0.581,0.0328,0,1
2493,Kepler-896 b,6.94,2.53,2334.93,Kepler-896,303.0,5510.0,0.803,0.5164,0,1
2494,Kepler-897 b,6.3,2.39,1519.25,Kepler-897,855.0,5840.0,0.849,0.077,0,1
2495,Kepler-898 b,2.83,1.49,484.891,Kepler-898,616.0,4166.0,0.612,0.0545,0,1
2496,Kepler-899 b,7.65,2.68,1246.43,Kepler-899,640.0,5767.0,0.881,0.1392,0,1
2497,Kepler-9 b,43.4,8.29,628.257,Kepler-9,661.0,5779.0,0.956,0.143,0,3
2498,Kepler-9 c,29.9,8.08,628.257,Kepler-9,523.0,5779.0,0.956,0.227,0,3
2499,Kepler-9 d,3.33,1.64,628.257,Kepler-9,1517.0,5779.0,0.956,0.0273,0,3
2500,Kepler-900 b,4.98,2.08,487.525,Kepler-900,716.0,4847.0,0.761,0.0679,0,1
2501,Kepler-901 b,2.45,1.37,253.867,Kepler-901,704.0,4132.0,0.564,0.0378,0,1
2502,Kepler-902 b,6.99,2.54,1165.34,Kepler-902,556.0,5509.0,1.169,0.223,0,1
2503,Kepler-903 b,4.7,2.01,1369.24,Kepler-903,842.0,5534.0,1.08,0.0907,0,2
2504,Kepler-903 c,6.94,2.53,1369.24,Kepler-903,462.0,5534.0,1.08,0.302,0,2
2505,Kepler-904 b,3.78,1.77,978.125,Kepler-904,1332.0,6201.0,0.989,0.0417,0,1
2506,Kepler-905 b,2.57,1.41,529.268,Kepler-905,928.0,5430.0,0.858,0.0572,0,1
2507,Kepler-906 b,5.1,2.11,757.791,Kepler-906,537.0,5997.0,0.971,0.2359,0,1
2508,Kepler-907 b,1.87,1.2,352.0,Kepler-907,879.0,6099.0,1.308,0.1225,0,1
2509,Kepler-908 b,1.98,1.22,290.843,Kepler-908,1783.0,5992.0,1.125,0.0247,0,1
2510,Kepler-909 b,2.76,1.47,309.596,Kepler-909,852.0,6026.0,1.207,0.1175,0,1
2511,Kepler-91 b,257.4423,15.323,1294.69,Kepler-91,1902.0,4604.0,6.221,0.0731,0,1
2512,Kepler-910 b,0.477,0.82,400.289,Kepler-910,1752.0,6250.0,1.543,0.0382,0,1
2513,Kepler-911 b,7.27,2.6,556.168,Kepler-911,931.0,6065.0,1.877,0.1549,0,1
2514,Kepler-912 b,8.25,2.8,2004.72,Kepler-912,1218.0,5662.0,0.806,0.0339,0,1
2515,Kepler-913 b,4.9,2.06,991.618,Kepler-913,1129.0,6068.0,1.797,0.1009,0,2
2516,Kepler-913 c,14.2,3.858,991.618,Kepler-913,1357.0,6068.0,1.797,0.0699,0,2
2517,Kepler-914 b,2.48,1.38,753.723,Kepler-914,1192.0,5836.0,1.166,0.0544,0,1
2518,Kepler-915 b,2.86,1.5,849.036,Kepler-915,1319.0,6056.0,1.381,0.0566,0,1
2519,Kepler-916 b,3.75,1.76,830.712,Kepler-916,503.0,5246.0,0.891,0.1885,0,1
2520,Kepler-917 b,4.31,1.91,3460.51,Kepler-917,991.0,5068.0,0.743,0.0378,0,1
2521,Kepler-918 b,3.68,1.74,1025.03,Kepler-918,1052.0,5778.0,0.968,0.0569,0,1
2522,Kepler-919 b,5.69,2.25,1119.87,Kepler-919,869.0,6093.0,1.025,0.0981,0,1
2523,Kepler-92 b,64.3,3.51,477.992,Kepler-92,975.0,5862.0,1.67,0.1174,0,3
2524,Kepler-92 c,6.1,2.6,477.992,Kepler-92,781.0,5862.0,1.67,0.1829,0,3
2525,Kepler-92 d,4.93,2.067,477.992,Kepler-92,637.0,5862.0,1.67,0.2754,0,3
2526,Kepler-920 b,6.44,2.42,1001.68,Kepler-920,907.0,5301.0,0.977,0.065,0,2
2527,Kepler-920 c,13.8,3.8,1001.68,Kepler-920,364.0,5301.0,0.977,0.4029,0,2
2528,Kepler-921 b,8.6,2.87,934.49,Kepler-921,492.0,6032.0,0.929,0.2716,0,1
2529,Kepler-922 b,2.6,1.42,536.323,Kepler-922,1876.0,5499.0,1.087,0.0182,0,1
2530,Kepler-923 b,2.48,1.38,1000.28,Kepler-923,1104.0,5861.0,1.304,0.0715,0,1
2531,Kepler-924 b,9.64,3.07,1053.04,Kepler-924,610.0,6309.0,1.614,0.3359,0,1
2532,Kepler-925 b,6.08,2.34,611.115,Kepler-925,394.0,4564.0,0.691,0.1805,0,1
2533,Kepler-926 b,5.95,2.31,921.361,Kepler-926,524.0,5565.0,1.246,0.2739,0,1
2534,Kepler-927 b,3.61,1.72,831.685,Kepler-927,906.0,5962.0,1.028,0.0866,0,1
2535,Kepler-928 b,3.15,1.59,508.809,Kepler-928,894.0,4841.0,0.779,0.0444,0,1
2536,Kepler-929 b,1.41,1.11,1311.23,Kepler-929,2362.0,5843.0,1.615,0.0192,0,1
2537,Kepler-93 b,4.54426,1.569,95.9115,Kepler-93,1028.0,5648.0,0.894,0.053,0,1
2538,Kepler-930 b,5.18,2.13,848.396,Kepler-930,561.0,6148.0,1.488,0.3475,0,1
2539,Kepler-931 b,2.33,1.33,490.0,Kepler-931,744.0,5044.0,0.804,0.0719,0,1
2540,Kepler-932 b,2.45,1.37,465.612,Kepler-932,1276.0,5238.0,0.851,0.0279,0,1
2541,Kepler-933 b,6.62,2.46,1017.2,Kepler-933,602.0,5350.0,0.678,0.1041,0,1
