,Planet Name,Planet Mass,Planet Radius,Distance from Earth,Star Name,Equilibrium Temperature,Stellar Temperature,Stellar Radius,Distance from Host Star,Number of Planets in System,Habitability
1253,Kepler-1953 b,2.2,1.286,605.631,Kepler-1953,731.0,4858.0,0.707,0.0607,0,1
1254,Kepler-1954 b,3.9,1.802,1373.83,Kepler-1954,949.0,5840.0,0.849,0.0625,0,1
1255,Kepler-1955 b,1.69,1.167,449.351,Kepler-1955,853.0,5825.0,1.291,0.117,0,1
1256,Kepler-1956 b,1.32,1.089,360.468,Kepler-1956,674.0,4391.0,0.682,0.0563,0,1
1257,Kepler-1957 b,0.79,0.944,460.899,Kepler-1957,1099.0,4904.0,0.772,0.0299,0,1
1258,Kepler-1958 b,4.86,2.051,1320.38,Kepler-1958,806.0,5749.0,0.864,0.0856,0,1
1259,Kepler-1959 b,1.57,1.143,479.263,Kepler-1959,811.0,5071.0,0.811,0.0617,0,1
1260,Kepler-196 b,4.27,1.9,451.312,Kepler-196,536.0,5132.0,0.77,0.138,0,3
1261,Kepler-196 c,5.65,2.24,451.312,Kepler-196,407.0,5132.0,0.77,0.24,0,3
1262,Kepler-196 d,7.56,2.661,451.312,Kepler-196,297.0,5132.0,0.77,0.4484,0,3
1263,Kepler-1960 b,2.26,1.307,1527.56,Kepler-1960,1547.0,6371.0,1.072,0.0354,0,1
1264,Kepler-1961 b,3.25,1.619,1042.45,Kepler-1961,866.0,5401.0,0.777,0.0588,0,1
1265,Kepler-1962 b,1.95,1.215,866.826,Kepler-1962,901.0,5700.0,1.006,0.0783,0,1
1266,Kepler-1963 b,0.337,0.744,492.847,Kepler-1963,1448.0,5726.0,0.979,0.0298,0,1
1267,Kepler-1964 b,3.83,1.781,,Kepler-1964,986.0,4803.0,0.698,0.0322,0,1
1268,Kepler-1965 b,2.4,1.354,521.791,Kepler-1965,492.0,5852.0,0.837,0.2301,0,1
1269,Kepler-1966 b,1.39,1.105,484.601,Kepler-1966,733.0,5009.0,0.84,0.0763,0,1
1270,Kepler-1967 b,0.315,0.73,249.102,Kepler-1967,1086.0,4970.0,1.806,0.0735,0,1
1271,Kepler-1968 b,2.86,1.5,750.93,Kepler-1968,744.0,5008.0,0.788,0.0696,0,1
1272,Kepler-1969 b,3.47,1.682,1204.54,Kepler-1969,999.0,6046.0,1.007,0.0717,0,1
1273,Kepler-197 b,1.04,1.02,330.575,Kepler-197,1142.0,6003.0,1.109,0.06,0,4
1274,Kepler-197 c,5.3,1.23,330.575,Kepler-197,930.0,6003.0,1.109,0.09,0,4
1275,Kepler-197 d,1.98,1.22,330.575,Kepler-197,810.0,6003.0,1.109,0.119,0,4
1276,Kepler-197 e,0.693,0.91,330.575,Kepler-197,691.0,6003.0,1.109,0.164,0,4
1277,Kepler-198 b,8.35,2.82,495.358,Kepler-198,655.0,5569.0,0.927,0.131,0,3
1278,Kepler-198 c,6.66,2.47,495.358,Kepler-198,465.0,5569.0,0.927,0.259,0,3
1279,Kepler-198 d,2.96,1.53,495.358,Kepler-198,1562.0,5569.0,0.927,0.0229,0,3
1280,Kepler-199 b,9.85,3.11,521.054,Kepler-199,595.0,5750.0,0.882,0.158,0,2
1281,Kepler-199 c,10.6,3.25,521.054,Kepler-199,420.0,5750.0,0.882,0.316,0,2
1282,Kepler-20 b,9.7,1.868,282.563,Kepler-20,1095.0,5465.0,0.925,0.0463,0,5
1283,Kepler-20 c,12.75,3.047,282.563,Kepler-20,765.0,5465.0,0.925,0.0949,0,5
1284,Kepler-20 d,10.07,2.744,282.563,Kepler-20,397.0,5465.0,0.925,0.3506,0,5
1285,Kepler-20 e,3.08,0.865,282.563,Kepler-20,927.0,5465.0,0.925,0.0639,0,5
1286,Kepler-20 f,14.3,1.003,282.563,Kepler-20,628.0,5465.0,0.925,0.1396,0,5
1287,Kepler-200 b,5.18,2.13,665.912,Kepler-200,854.0,5675.0,0.915,0.08,0,2
1288,Kepler-200 c,3.15,1.59,665.912,Kepler-200,806.0,5675.0,0.915,0.09,0,2
1289,Kepler-201 b,6.62,2.46,636.445,Kepler-201,683.0,6034.0,1.179,0.175,0,2
1290,Kepler-201 c,8.5,2.85,636.445,Kepler-201,378.0,6034.0,1.179,0.573,0,2
1291,Kepler-202 b,3.29,1.63,285.111,Kepler-202,802.0,4671.0,0.68,0.045,0,2
1292,Kepler-202 c,4.08,1.85,285.111,Kepler-202,505.0,4671.0,0.68,0.113,0,2
1293,Kepler-203 b,7.13,2.57,703.302,Kepler-203,1308.0,5821.0,1.085,0.043,0,3
1294,Kepler-203 c,749.9,2.47,703.302,Kepler-203,1096.0,5821.0,1.085,0.061,0,3
1295,Kepler-203 d,33.9,1.44,703.302,Kepler-203,855.0,5821.0,1.085,0.1,0,3
1296,Kepler-204 b,6.94,2.53,686.723,Kepler-204,828.0,5815.0,1.198,0.117,0,2
1297,Kepler-204 c,3.86,1.79,686.723,Kepler-204,683.0,5815.0,1.198,0.173,0,2
1298,Kepler-205 b,2.89,1.51,159.72,Kepler-205,757.0,4121.0,0.553,0.032,0,2
1299,Kepler-205 c,3.33,1.64,159.72,Kepler-205,389.0,4121.0,0.553,0.122,0,2
1300,Kepler-206 b,1.87,1.2,594.447,Kepler-206,983.0,5762.0,1.143,0.078,0,3
1301,Kepler-206 c,3.78,1.77,594.447,Kepler-206,825.0,5762.0,1.143,0.111,0,3
1302,Kepler-206 d,1.81,1.19,594.447,Kepler-206,681.0,5762.0,1.143,0.163,0,3
1303,Kepler-207 b,3.09,1.57,875.519,Kepler-207,1930.0,5918.0,1.555,0.029,0,3
1304,Kepler-207 c,2.86,1.5,875.519,Kepler-207,1556.0,5918.0,1.555,0.044,0,3
1305,Kepler-207 d,11.0,3.31,875.519,Kepler-207,1254.0,5918.0,1.555,0.068,0,3
1306,Kepler-208 b,3.29,1.63,775.328,Kepler-208,1379.0,5966.0,1.499,0.054,0,4
1307,Kepler-208 c,2.51,1.39,775.328,Kepler-208,1141.0,5966.0,1.499,0.079,0,4
1308,Kepler-208 d,1.87,1.2,775.328,Kepler-208,999.0,5966.0,1.499,0.103,0,4
1309,Kepler-208 e,2.79,1.48,775.328,Kepler-208,880.0,5966.0,1.499,0.132,0,4
1310,Kepler-209 b,5.73,2.26,576.946,Kepler-209,668.0,5506.0,0.914,0.122,0,2
1311,Kepler-209 c,9.8,3.1,576.946,Kepler-209,486.0,5506.0,0.914,0.231,0,2
1312,Kepler-21 b,5.08,1.639,108.522,Kepler-21,1784.0,6202.0,1.733,0.042717,0,1
1313,Kepler-210 b,8.96,2.94,232.75,Kepler-210,737.0,3912.0,0.533,0.032,0,2
1314,Kepler-210 c,12.8,3.62,232.75,Kepler-210,497.0,3912.0,0.533,0.07,0,2
1315,Kepler-211 b,2.13,1.26,309.353,Kepler-211,954.0,5297.0,0.825,0.048,0,2
1316,Kepler-211 c,18.3,1.29,309.353,Kepler-211,841.0,5297.0,0.825,0.062,0,2
1317,Kepler-212 b,1.32,1.09,687.194,Kepler-212,830.0,5867.0,1.356,0.133,0,2
1318,Kepler-212 c,7.95,2.74,687.194,Kepler-212,664.0,5867.0,1.356,0.207,0,2
1319,Kepler-213 b,3.26,1.62,634.939,Kepler-213,1326.0,5736.0,1.008,0.036,0,2
1320,Kepler-213 c,6.08,2.34,634.939,Kepler-213,1060.0,5736.0,1.008,0.057,0,2
1321,Kepler-214 b,7.32,2.61,1208.44,Kepler-214,758.0,6000.0,1.044,0.13,0,2
1322,Kepler-214 c,5.18,2.13,1208.44,Kepler-214,619.0,6000.0,1.044,0.194,0,2
1323,Kepler-215 b,3.26,1.62,485.997,Kepler-215,784.0,5677.0,0.828,0.084,0,4
1324,Kepler-215 c,3.78,1.77,485.997,Kepler-215,675.0,5677.0,0.828,0.113,0,4
1325,Kepler-215 d,23.6,2.39,485.997,Kepler-215,527.0,5677.0,0.828,0.185,0,4
1326,Kepler-215 e,3.71,1.75,485.997,Kepler-215,405.0,5677.0,0.828,0.314,0,4
1327,Kepler-216 b,6.12,2.35,1187.47,Kepler-216,1069.0,6086.0,1.216,0.079,0,2
1328,Kepler-216 c,9.48,3.04,1187.47,Kepler-216,814.0,6086.0,1.216,0.136,0,2
1329,Kepler-217 b,5.6,2.23,1104.64,Kepler-217,1413.0,6167.0,1.689,0.065,0,3
1330,Kepler-217 c,4.08,1.85,1104.64,Kepler-217,1208.0,6167.0,1.689,0.089,0,3
1331,Kepler-217 d,2.3,1.32,1104.64,Kepler-217,1574.0,6167.0,1.689,0.0505,0,3
1332,Kepler-218 b,2.79,1.48,656.38,Kepler-218,1156.0,5497.0,1.046,0.046,0,3
1333,Kepler-218 c,10.0,3.14,656.38,Kepler-218,500.0,5497.0,1.046,0.248,0,3
1334,Kepler-218 d,7.56,2.66,656.38,Kepler-218,356.0,5497.0,1.046,0.4865,0,3
1335,Kepler-219 b,9.01,2.95,787.07,Kepler-219,1307.0,5788.0,1.495,0.057,0,3
1336,Kepler-219 c,12.5,3.58,787.07,Kepler-219,766.0,5788.0,1.495,0.165,0,3
1337,Kepler-219 d,19.1,2.81,787.07,Kepler-219,598.0,5788.0,1.495,0.272,0,3
1338,Kepler-22 b,36.0,2.38,194.642,Kepler-22,257.0,5516.0,0.886,0.849,1,1
1339,Kepler-220 b,0.457,0.81,171.109,Kepler-220,759.0,4499.0,0.639,0.046,0,4
1340,Kepler-220 c,3.09,1.57,171.109,Kepler-220,586.0,4499.0,0.639,0.076,0,4
1341,Kepler-220 d,0.904,0.98,171.109,Kepler-220,401.0,4499.0,0.639,0.163,0,4
1342,Kepler-220 e,2.33,1.33,171.109,Kepler-220,341.0,4499.0,0.639,0.226,0,4
1343,Kepler-221 b,3.57,1.71,385.231,Kepler-221,1090.0,5244.0,0.81,0.037,0,4
1344,Kepler-221 c,15.1,2.93,385.231,Kepler-221,860.0,5244.0,0.81,0.059,0,4
1345,Kepler-221 d,7.9,2.73,385.231,Kepler-221,712.0,5244.0,0.81,0.087,0,4
1346,Kepler-221 e,7.41,2.63,385.231,Kepler-221,582.0,5244.0,0.81,0.13,0,4
1347,Kepler-222 b,10.1,3.16,758.854,Kepler-222,1004.0,5431.0,0.843,0.048,0,3
1348,Kepler-222 c,19.4,4.64,758.854,Kepler-222,734.0,5431.0,0.843,0.091,0,3
1349,Kepler-222 d,13.2,3.69,758.854,Kepler-222,522.0,5431.0,0.843,0.18,0,3
1350,Kepler-223 b,7.4,2.99,1859.71,Kepler-223,1042.0,5814.0,1.248,0.0756,0,4
1351,Kepler-223 c,5.1,3.44,1859.71,Kepler-223,947.0,5814.0,1.248,0.0916,0,4
1352,Kepler-223 d,8.0,5.24,1859.71,Kepler-223,827.0,5814.0,1.248,0.1201,0,4
1353,Kepler-223 e,4.8,4.6,1859.71,Kepler-223,751.0,5814.0,1.248,0.1455,0,4
1354,Kepler-224 b,2.51,1.39,782.088,Kepler-224,937.0,5016.0,0.679,0.038,0,4
1355,Kepler-224 c,9.91,3.12,782.088,Kepler-224,758.0,5016.0,0.679,0.058,0,4
1356,Kepler-224 d,5.9,2.3,782.088,Kepler-224,610.0,5016.0,0.679,0.089,0,4
1357,Kepler-224 e,4.54,1.97,782.088,Kepler-224,517.0,5016.0,0.679,0.124,0,4
1358,Kepler-225 b,1.87,1.2,561.101,Kepler-225,579.0,4126.0,0.602,0.056,0,2
1359,Kepler-225 c,4.04,1.84,561.101,Kepler-225,412.0,4126.0,0.602,0.111,0,2
1360,Kepler-226 b,24.0,1.55,980.138,Kepler-226,1018.0,5185.0,0.91,0.047,0,3
1361,Kepler-226 c,45.2,2.27,980.138,Kepler-226,919.0,5185.0,0.91,0.058,0,3
1362,Kepler-226 d,1.98,1.22,980.138,Kepler-226,800.0,5185.0,0.91,0.076,0,3
1363,Kepler-227 b,9.85,3.11,1083.06,Kepler-227,793.0,5455.0,0.927,0.09,0,2
1364,Kepler-227 c,9.48,3.04,1083.06,Kepler-227,443.0,5455.0,0.927,0.29,0,2
1365,Kepler-228 b,2.96,1.53,1644.61,Kepler-228,1360.0,6046.0,0.972,0.038,0,3
1366,Kepler-228 c,7.75,2.7,1644.61,Kepler-228,1160.0,6046.0,0.972,0.052,0,3
1367,Kepler-228 d,15.4,4.04,1644.61,Kepler-228,835.0,6046.0,0.972,0.101,0,3
1368,Kepler-229 b,5.48,2.2,826.265,Kepler-229,823.0,5031.0,0.848,0.062,0,3
1369,Kepler-229 c,21.5,4.92,826.265,Kepler-229,600.0,5031.0,0.848,0.117,0,3
1370,Kepler-229 d,14.2,3.85,826.265,Kepler-229,439.0,5031.0,0.848,0.22,0,3
1371,Kepler-23 b,254.3,1.9,835.756,Kepler-23,1157.0,5761.0,1.518,0.075,0,3
1372,Kepler-23 c,858.1,3.2,835.756,Kepler-23,1008.0,5761.0,1.518,0.099,0,3
1373,Kepler-23 d,17.6,2.2,835.756,Kepler-23,896.0,5761.0,1.518,0.124,0,3
1374,Kepler-230 b,16.8,4.26,740.754,Kepler-230,506.0,5586.0,0.798,0.191,0,2
1375,Kepler-230 c,4.82,2.04,740.754,Kepler-230,359.0,5586.0,0.798,0.38,0,2
1376,Kepler-231 b,35.4,1.73,316.618,Kepler-231,488.0,4077.0,0.56,0.074,0,2
1377,Kepler-231 c,24.1,1.93,316.618,Kepler-231,393.0,4077.0,0.56,0.114,0,2
1378,Kepler-232 b,9.69,3.08,1349.13,Kepler-232,1104.0,5714.0,1.015,0.054,0,2
1379,Kepler-232 c,14.0,3.83,1349.13,Kepler-232,806.0,5714.0,1.015,0.101,0,2
1380,Kepler-233 b,6.48,2.43,856.417,Kepler-233,751.0,5354.0,0.788,0.077,0,2
1381,Kepler-233 c,7.8,2.71,856.417,Kepler-233,390.0,5354.0,0.788,0.287,0,2
1382,Kepler-234 b,13.2,3.7,1733.1,Kepler-234,1420.0,6214.0,1.076,0.04,0,2
1383,Kepler-234 c,12.1,3.51,1733.1,Kepler-234,1025.0,6214.0,1.076,0.077,0,2
1384,Kepler-235 b,5.6,2.23,428.018,Kepler-235,656.0,3950.0,0.493,0.037,0,4
1385,Kepler-235 c,2.18,1.28,428.018,Kepler-235,494.0,3950.0,0.493,0.065,0,4
1386,Kepler-235 d,4.86,2.05,428.018,Kepler-235,361.0,3950.0,0.493,0.122,0,4
1387,Kepler-235 e,5.56,2.22,428.018,Kepler-235,273.0,3950.0,0.493,0.213,1,4
1388,Kepler-236 b,3.09,1.57,288.763,Kepler-236,469.0,3747.0,0.524,0.065,0,2
1389,Kepler-236 c,4.66,2.0,288.763,Kepler-236,329.0,3747.0,0.524,0.132,1,2
1390,Kepler-237 b,2.57,1.41,657.822,Kepler-237,823.0,4861.0,0.732,0.05,0,2
1391,Kepler-237 c,4.98,2.08,657.822,Kepler-237,687.0,4861.0,0.732,0.071,0,2
1392,Kepler-238 b,3.64,1.73,1798.75,Kepler-238,1642.0,5739.0,1.384,0.034,0,5
1393,Kepler-238 c,6.3,2.39,1798.75,Kepler-238,1146.0,5739.0,1.384,0.069,0,5
1394,Kepler-238 d,9.64,3.07,1798.75,Kepler-238,888.0,5739.0,1.384,0.115,0,5
1395,Kepler-238 e,169.7,5.6,1798.75,Kepler-238,731.0,5739.0,1.384,0.1658,0,5
1396,Kepler-238 f,13.5,2.0,1798.75,Kepler-238,568.0,5739.0,1.384,0.2747,0,5
1397,Kepler-239 b,6.04,2.33,648.109,Kepler-239,616.0,4959.0,0.756,0.095,0,2
1398,Kepler-239 c,6.85,2.51,648.109,Kepler-239,366.0,4959.0,0.756,0.268,0,2
1399,Kepler-24 b,508.5,2.4,1156.81,Kepler-24,1050.0,5896.0,1.24,0.08,0,4
1400,Kepler-24 c,508.5,2.8,1156.81,Kepler-24,915.0,5896.0,1.24,0.106,0,4
1401,Kepler-24 d,3.43,1.67,1156.81,Kepler-24,1305.0,5896.0,1.24,0.051,0,4
1402,Kepler-24 e,8.15,2.78,1156.81,Kepler-24,792.0,5896.0,1.24,0.138,0,4
1403,Kepler-240 b,2.45,1.37,746.927,Kepler-240,864.0,4768.0,0.779,0.048,0,2
1404,Kepler-240 c,102.3,2.2,746.927,Kepler-240,696.0,4768.0,0.779,0.074,0,2
1405,Kepler-241 b,6.04,2.33,512.0,Kepler-241,562.0,4702.0,0.686,0.094,0,2
1406,Kepler-241 c,7.13,2.57,512.0,Kepler-241,397.0,4702.0,0.686,0.189,0,2
1407,Kepler-242 b,7.32,2.61,600.241,Kepler-242,742.0,5015.0,0.826,0.075,0,2
1408,Kepler-242 c,4.66,2.0,600.241,Kepler-242,613.0,5015.0,0.826,0.109,0,2
1409,Kepler-243 b,6.57,2.45,693.86,Kepler-243,850.0,5237.0,0.826,0.062,0,2
1410,Kepler-243 c,4.62,1.99,693.86,Kepler-243,559.0,5237.0,0.826,0.142,0,2
1411,Kepler-244 b,8.05,2.76,1036.49,Kepler-244,1038.0,5527.0,0.927,0.05,0,3
1412,Kepler-244 c,4.86,2.05,1036.49,Kepler-244,791.0,5527.0,0.927,0.087,0,3
1413,Kepler-244 d,15.2,2.31,1036.49,Kepler-244,622.0,5527.0,0.927,0.14,0,3
1414,Kepler-245 b,7.13,2.57,861.527,Kepler-245,753.0,5103.0,0.787,0.071,0,4
1415,Kepler-245 c,225.6,2.18,861.527,Kepler-245,568.0,5103.0,0.787,0.124,0,4
1416,Kepler-245 d,21.6,3.03,861.527,Kepler-245,445.0,5103.0,0.787,0.202,0,4
1417,Kepler-245 e,3.71,1.75,861.527,Kepler-245,998.0,5103.0,0.787,0.04,0,4
1418,Kepler-246 b,6.08,2.34,626.078,Kepler-246,896.0,4986.0,0.833,0.052,0,2
1419,Kepler-246 c,2.86,1.5,626.078,Kepler-246,667.0,4986.0,0.833,0.095,0,2
1420,Kepler-247 b,3.33,1.64,663.711,Kepler-247,970.0,5097.0,0.779,0.042,0,3
1421,Kepler-247 c,15.7,4.09,663.711,Kepler-247,686.0,5097.0,0.779,0.084,0,3
1422,Kepler-247 d,14.7,3.94,663.711,Kepler-247,530.0,5097.0,0.779,0.14,0,3
1423,Kepler-248 b,9.38,3.02,738.792,Kepler-248,819.0,5191.0,0.837,0.066,0,2
1424,Kepler-248 c,15.6,4.07,738.792,Kepler-248,598.0,5191.0,0.837,0.123,0,2
1425,Kepler-249 b,1.32,1.09,190.401,Kepler-249,554.0,3561.0,0.411,0.035,0,3
1426,Kepler-249 c,2.89,1.51,190.401,Kepler-249,429.0,3561.0,0.411,0.058,0,3
1427,Kepler-249 d,3.09,1.57,190.401,Kepler-249,332.0,3561.0,0.411,0.097,0,3
1428,Kepler-25 b,8.7,2.748,243.249,Kepler-25,1185.0,6267.0,1.258,0.0685,0,2
1429,Kepler-25 c,15.2,5.217,243.249,Kepler-25,934.0,6267.0,1.258,0.1101,0,2
1430,Kepler-250 b,1.51,1.13,760.585,Kepler-250,938.0,5029.0,0.838,0.048,0,3
1431,Kepler-250 c,5.82,2.28,760.585,Kepler-250,782.0,5029.0,0.838,0.069,0,3
1432,Kepler-250 d,5.39,2.18,760.585,Kepler-250,579.0,5029.0,0.838,0.127,0,3
1433,Kepler-251 b,2.33,1.33,924.625,Kepler-251,990.0,5527.0,0.866,0.053,0,4
1434,Kepler-251 c,8.1,2.77,924.625,Kepler-251,655.0,5527.0,0.866,0.122,0,4
1435,Kepler-251 d,8.1,2.77,924.625,Kepler-251,536.0,5527.0,0.866,0.182,0,4
1436,Kepler-251 e,8.1,2.77,924.625,Kepler-251,360.0,5527.0,0.866,0.404,0,4
1437,Kepler-252 b,2.04,1.23,379.424,Kepler-252,587.0,4201.0,0.591,0.058,0,2
1438,Kepler-252 c,5.27,2.15,379.424,Kepler-252,499.0,4201.0,0.591,0.08,0,2
1439,Kepler-253 b,3.29,1.63,838.595,Kepler-253,949.0,5196.0,0.775,0.046,0,3
1440,Kepler-253 c,7.51,2.65,838.595,Kepler-253,680.0,5196.0,0.775,0.089,0,3
1441,Kepler-253 d,10.2,3.17,838.595,Kepler-253,563.0,5196.0,0.775,0.13,0,3
1442,Kepler-254 b,14.3,3.87,1389.48,Kepler-254,1013.0,5561.0,1.06,0.064,0,3
1443,Kepler-254 c,3.2,2.15,1389.48,Kepler-254,787.0,5561.0,1.06,0.105,0,3
1444,Kepler-254 d,6.8,2.5,1389.48,Kepler-254,686.0,5561.0,1.06,0.139,0,3
1445,Kepler-255 b,3.02,1.55,1052.53,Kepler-255,971.0,5344.0,1.013,0.063,0,3
1446,Kepler-255 c,9.22,2.99,1052.53,Kepler-255,807.0,5344.0,1.013,0.092,0,3
1447,Kepler-255 d,2.3,1.32,1052.53,Kepler-255,1710.0,5344.0,1.013,0.0192,0,3
1448,Kepler-256 b,3.15,1.59,1026.43,Kepler-256,1681.0,5553.0,1.25,0.027,0,4
1449,Kepler-256 c,5.27,2.15,1026.43,Kepler-256,1315.0,5553.0,1.25,0.045,0,4
1450,Kepler-256 d,6.71,2.48,1026.43,Kepler-256,1097.0,5553.0,1.25,0.064,0,4
1451,Kepler-256 e,6.12,2.35,1026.43,Kepler-256,897.0,5553.0,1.25,0.096,0,4
1452,Kepler-257 b,7.32,2.61,780.256,Kepler-257,1237.0,5188.0,0.973,0.034,0,3
1453,Kepler-257 c,25.2,5.41,780.256,Kepler-257,881.0,5188.0,0.973,0.066,0,3
1454,Kepler-257 d,21.7,4.95,780.256,Kepler-257,567.0,5188.0,0.973,0.16,0,3
1455,Kepler-258 b,15.5,4.06,575.988,Kepler-258,642.0,4954.0,0.885,0.103,0,2
1456,Kepler-258 c,12.7,3.61,575.988,Kepler-258,470.0,4954.0,0.885,0.193,0,2
1457,Kepler-259 b,8.25,2.8,1002.14,Kepler-259,879.0,5926.0,0.887,0.079,0,2
1458,Kepler-259 c,7.75,2.7,1002.14,Kepler-259,530.0,5926.0,0.887,0.217,0,2
1459,Kepler-26 b,5.12,2.78,335.307,Kepler-26,431.0,3879.0,0.537,0.08551,0,4
1460,Kepler-26 c,6.2,2.72,335.307,Kepler-26,385.0,3879.0,0.537,0.10725,0,4
1461,Kepler-26 d,1.24,1.07,335.307,Kepler-26,652.0,3879.0,0.537,0.039,0,4
1462,Kepler-26 e,6.39,2.41,335.307,Kepler-26,276.0,3879.0,0.537,0.22,1,4
1463,Kepler-260 b,4.7,2.01,627.365,Kepler-260,782.0,5251.0,0.849,0.075,0,2
1464,Kepler-260 c,3.68,1.74,627.365,Kepler-260,372.0,5251.0,0.849,0.332,0,2
1465,Kepler-261 b,5.39,2.18,317.499,Kepler-261,672.0,5095.0,0.78,0.088,0,2
1466,Kepler-261 c,4.66,2.0,317.499,Kepler-261,505.0,5095.0,0.78,0.156,0,2
1467,Kepler-262 b,2.42,1.36,613.129,Kepler-262,734.0,5830.0,0.876,0.108,0,2
1468,Kepler-262 c,3.33,1.64,613.129,Kepler-262,618.0,5830.0,0.876,0.152,0,2
1469,Kepler-263 b,7.61,2.67,754.747,Kepler-263,548.0,4987.0,0.716,0.12,0,2
1470,Kepler-263 c,6.66,2.47,754.747,Kepler-263,386.0,4987.0,0.716,0.242,0,2
1471,Kepler-264 b,11.1,3.33,942.173,Kepler-264,772.0,6207.0,2.097,0.249,0,2
1472,Kepler-264 c,8.4,2.83,942.173,Kepler-264,511.0,6207.0,2.097,0.566,0,2
1473,Kepler-265 b,4.12,1.86,1280.25,Kepler-265,1022.0,5839.0,1.067,0.069,0,4
1474,Kepler-265 c,7.41,2.63,1280.25,Kepler-265,755.0,5839.0,1.067,0.127,0,4
1475,Kepler-265 d,6.76,2.49,1280.25,Kepler-265,554.0,5839.0,1.067,0.236,0,4
1476,Kepler-265 e,7.22,2.59,1280.25,Kepler-265,476.0,5839.0,1.067,0.319,0,4
1477,Kepler-266 b,6.71,2.48,1370.79,Kepler-266,1066.0,5529.0,1.294,0.071,0,2
1478,Kepler-266 c,14.4,3.89,1370.79,Kepler-266,421.0,5529.0,1.294,0.457,0,2
1479,Kepler-267 b,37.9,1.98,264.993,Kepler-267,615.0,3789.0,0.46,0.037,0,3
1480,Kepler-267 c,5.18,2.13,264.993,Kepler-267,484.0,3789.0,0.46,0.06,0,3
1481,Kepler-267 d,5.77,2.27,264.993,Kepler-267,301.0,3789.0,0.46,0.154,1,3
1482,Kepler-268 b,7.04,2.55,851.87,Kepler-268,695.0,5952.0,1.225,0.18,0,2
1483,Kepler-268 c,11.4,3.38,851.87,Kepler-268,471.0,5952.0,1.225,0.391,0,2
1484,Kepler-269 b,6.66,2.47,2257.32,Kepler-269,1007.0,5831.0,0.921,0.061,0,2
1485,Kepler-269 c,3.5,1.69,2257.32,Kepler-269,875.0,5831.0,0.921,0.081,0,2
1486,Kepler-27 b,2895.31,4.0,1044.36,Kepler-27,610.0,5251.0,0.817,0.118,0,3
1487,Kepler-27 c,4385.87,4.9,1044.36,Kepler-27,481.0,5251.0,0.817,0.191,0,3
1488,Kepler-27 d,7.78,2.706,1044.36,Kepler-27,810.0,5251.0,0.817,0.0668,0,3
1489,Kepler-270 b,4.7,2.01,948.781,Kepler-270,984.0,6071.0,1.41,0.107,0,2
1490,Kepler-270 c,3.78,1.77,948.781,Kepler-270,756.0,6071.0,1.41,0.18,0,2
1491,Kepler-271 b,2.04,1.23,404.542,Kepler-271,759.0,5528.0,0.853,0.0881,0,3
1492,Kepler-271 c,0.809,0.95,404.542,Kepler-271,850.0,5528.0,0.853,0.0702,0,3
1493,Kepler-271 d,0.219,0.66,404.542,Kepler-271,954.0,5528.0,0.853,0.0558,0,3
1494,Kepler-272 b,78.0,1.43,889.608,Kepler-272,1200.0,5334.0,1.004,0.038,0,3
1495,Kepler-272 c,97.8,1.79,889.608,Kepler-272,947.0,5334.0,1.004,0.061,0,3
1496,Kepler-272 d,5.69,2.25,889.608,Kepler-272,777.0,5334.0,1.004,0.091,0,3
1497,Kepler-273 b,2.86,1.5,713.964,Kepler-273,1209.0,5359.0,1.002,0.037,0,2
1498,Kepler-273 c,4.58,1.98,713.964,Kepler-273,865.0,5359.0,1.002,0.073,0,2
1499,Kepler-274 b,2.99,1.54,1333.62,Kepler-274,961.0,5570.0,1.548,0.101,0,2
1500,Kepler-274 c,4.04,1.84,1333.62,Kepler-274,678.0,5570.0,1.548,0.204,0,2
1501,Kepler-275 b,6.08,2.34,2034.25,Kepler-275,1015.0,6157.0,1.33,0.098,0,3
1502,Kepler-275 c,11.4,3.38,2034.25,Kepler-275,875.0,6157.0,1.33,0.132,0,3
1503,Kepler-275 d,11.1,3.33,2034.25,Kepler-275,671.0,6157.0,1.33,0.224,0,3
1504,Kepler-276 b,8.6,2.87,1144.86,Kepler-276,739.0,5779.0,0.974,0.119,0,3
1505,Kepler-276 c,16.6,2.9,1144.86,Kepler-276,563.0,5779.0,0.974,0.1994,0,3
1506,Kepler-276 d,16.3,2.8,1144.86,Kepler-276,489.0,5779.0,0.974,0.2642,0,3
1507,Kepler-277 b,87.3,2.92,976.643,Kepler-277,964.0,5968.0,1.857,0.1385,0,2
1508,Kepler-277 c,64.2,3.36,976.643,Kepler-277,778.0,5968.0,1.857,0.2129,0,2
1509,Kepler-278 b,15.6,4.07,443.03,Kepler-278,836.0,5010.0,3.051,0.207,0,2
1510,Kepler-278 c,12.6,3.59,443.03,Kepler-278,702.0,5010.0,3.051,0.294,0,2
1511,Kepler-279 b,12.8,3.62,1037.4,Kepler-279,1104.0,6366.0,1.697,0.112,0,3
1512,Kepler-279 c,49.4,4.3,1037.4,Kepler-279,774.0,6366.0,1.697,0.2236,0,3
1513,Kepler-279 d,37.5,3.1,1037.4,Kepler-279,574.0,6781.0,1.067,0.2901,0,3
1514,Kepler-28 b,479.9,3.6,438.359,Kepler-28,585.0,4072.0,0.57,0.062,0,2
1515,Kepler-28 c,432.23,3.4,438.359,Kepler-28,509.0,4072.0,0.57,0.081,0,2
